Level	Power	Power (Calculated)	Upgrade	Forge Hammer
1794	569,622,500	569,622,500	1794 » 1795	1205
1795	570,225,000	570,225,000	1795 » 1796	1205
1796	570,827,500	570,827,500	1796 » 1797	1205
1797	571,430,000	571,430,000	1797 » 1798	1205
1798	572,032,500	572,032,500	1798 » 1799	1205
1799	572,635,000	572,635,000	1799 » 1800	1205
1800	573,237,500	573,237,500	1800 » 1801	1210
1801	573,842,500	573,842,500	1801 » 1802	1210
1802	574,447,500	574,447,500	1802 » 1803	1210
1803	575,052,500	575,052,500	1803 » 1804	1210
1804	575,657,500	575,657,500	1804 » 1805	1210
1805	576,262,500	576,262,500	1805 » 1806	1210
1806	576,867,500	576,867,500	1806 » 1807	1210
1807	577,472,500	577,472,500	1807 » 1808	1210
1808	578,077,500	578,077,500	1808 » 1809	1215
1809	578,685,000	578,685,000	1809 » 1810	1215
1810	579,292,500	579,292,500	1810 » 1811	1215
1811	579,900,000	579,900,000	1811 » 1812	1215
1812	580,507,500	580,507,500	1812 » 1813	1215
1813	581,115,000	581,115,000	1813 » 1814	1215
1814	581,722,500	581,722,500	1814 » 1815	1215
1815	582,330,000	582,330,000	1815 » 1816	1215
1816	582,937,500	582,937,500	1816 » 1817	1220
1817	583,547,500	583,547,500	1817 » 1818	1220
1818	584,157,500	584,157,500	1818 » 1819	1220
1819	584,767,500	584,767,500	1819 » 1820	1220
1820	585,377,500	585,377,500	1820 » 1821	1220
1821	585,987,500	585,987,500	1821 » 1822	1220
1822	586,597,500	586,597,500	1822 » 1823	1220
1823	587,207,500	587,207,500	1823 » 1824	1220
1824	587,817,500	587,817,500	1824 » 1825	1220
1825	588,427,500	588,427,500	1825 » 1826	1225
1826	589,040,000	589,040,000	1826 » 1827	1225
1827	589,652,500	589,652,500	1827 » 1828	1225
1828	590,265,000	590,265,000	1828 » 1829	1225
1829	590,877,500	590,877,500	1829 » 1830	1225
1830	591,490,000	591,490,000	1830 » 1831	1225
1831	592,102,500	592,102,500	1831 » 1832	1225
1832	592,715,000	592,715,000	1832 » 1833	1225
1833	593,327,500	593,327,500	1833 » 1834	1230
1834	593,942,500	593,942,500	1834 » 1835	1230
1835	594,557,500	594,557,500	1835 » 1836	1230
1836	595,172,500	595,172,500	1836 » 1837	1230
1837	595,787,500	595,787,500	1837 » 1838	1230
1838	596,402,500	596,402,500	1838 » 1839	1230
1839	597,017,500	597,017,500	1839 » 1840	1230
1840	597,632,500	597,632,500	1840 » 1841	1230
1841	598,247,500	598,247,500	1841 » 1842	1235
1842	598,865,000	598,865,000	1842 » 1843	1235
1843	599,482,500	599,482,500	1843 » 1844	1235
1844	600,100,000	600,100,000	1844 » 1845	1235
1845	600,717,500	600,717,500	1845 » 1846	1235
1846	601,335,000	601,335,000	1846 » 1847	1235
1847	601,952,500	601,952,500	1847 » 1848	1235
1848	602,570,000	602,570,000	1848 » 1849	1235
1849	603,187,500	603,187,500	1849 » 1850	1235
1850	603,805,000	603,805,000	1850 » 1851	1240
1851	604,425,000	604,425,000	1851 » 1852	1240
1852	605,045,000	605,045,000	1852 » 1853	1240
1853	605,665,000	605,665,000	1853 » 1854	1240
1854	606,285,000	606,285,000	1854 » 1855	1240
1855	606,905,000	606,905,000	1855 » 1856	1240
1856	607,525,000	607,525,000	1856 » 1857	1240
1857	608,145,000	608,145,000	1857 » 1858	1240
1858	608,765,000	608,765,000	1858 » 1859	1245
1859	609,387,500	609,387,500	1859 » 1860	1245
1860	610,010,000	610,010,000	1860 » 1861	1245
1861	610,632,500	610,632,500	1861 » 1862	1245
1862	611,255,000	611,255,000	1862 » 1863	1245
1863	611,877,500	611,877,500	1863 » 1864	1245
1864	612,500,000	612,500,000	1864 » 1865	1245
1865	613,122,500	613,122,500	1865 » 1866	1245
1866	613,745,000	613,745,000	1866 » 1867	1250
1867	614,370,000	614,370,000	1867 » 1868	1250
1868	614,995,000	614,995,000	1868 » 1869	1250
1869	615,620,000	615,620,000	1869 » 1870	1250
1870	616,245,000	616,245,000	1870 » 1871	1250
1871	616,870,000	616,870,000	1871 » 1872	1250
1872	617,495,000	617,495,000	1872 » 1873	1250
1873	618,120,000	618,120,000	1873 » 1874	1250
1874	618,745,000	618,745,000	1874 » 1875	1250
1875	619,370,000	619,370,000	1875 » 1876	1255
1876	619,997,500	619,997,500	1876 » 1877	1255
1877	620,625,000	620,625,000	1877 » 1878	1255
1878		621,252,500	1878 » 1879	1255
1879	621,880,000	621,880,000	1879 » 1880	1255
1880	622,507,500	622,507,500	1880 » 1881	1255
1881	623,135,000	623,135,000	1881 » 1882	1255
1882	623,762,500	623,762,500	1882 » 1883	1255
1883	624,390,000	624,390,000	1883 » 1884	1260
1884	625,020,000	625,020,000	1884 » 1885	1260
1885	625,650,000	625,650,000	1885 » 1886	1260
1886	626,280,000	626,280,000	1886 » 1887	1260
1887	626,910,000	626,910,000	1887 » 1888	1260
1888	627,540,000	627,540,000	1888 » 1889	1260
1889	628,170,000	628,170,000	1889 » 1890	1260
1890	628,800,000	628,800,000	1890 » 1891	1260
1891	629,430,000	629,430,000	1891 » 1892	1265
1892	630,062,500	630,062,500	1892 » 1893	1265
1893	630,695,000	630,695,000	1893 » 1894	1265
1894	631,327,500	631,327,500	1894 » 1895	1265
1895	631,960,000	631,960,000	1895 » 1896	1265
1896	632,592,500	632,592,500	1896 » 1897	1265
1897	633,225,000	633,225,000	1897 » 1898	1265
1898	633,857,500	633,857,500	1898 » 1899	1265
1899	634,490,000	634,490,000	1899 » 1900	1265
1900	635,122,500	635,122,500	1900 » 1901	1270
1901	635,757,500	635,757,500	1901 » 1902	1270
1902	636,392,500	636,392,500	1902 » 1903	1270
1903	637,027,500	637,027,500	1903 » 1904	1270
1904	637,662,500	637,662,500	1904 » 1905	1270
1905	638,297,500	638,297,500	1905 » 1906	1270
1906	638,932,500	638,932,500	1906 » 1907	1270
1907	639,567,500	639,567,500	1907 » 1908	1270
1908	640,202,500	640,202,500	1908 » 1909	1275
1909	640,840,000	640,840,000	1909 » 1910	1275
1910	641,477,500	641,477,500	1910 » 1911	1275
1911	642,115,000	642,115,000	1911 » 1912	1275
1912	642,752,500	642,752,500	1912 » 1913	1275
1913	643,390,000	643,390,000	1913 » 1914	1275
1914	644,027,500	644,027,500	1914 » 1915	1275
1915	644,665,000	644,665,000	1915 » 1916	1275
1916	645,302,500	645,302,500	1916 » 1917	1280
1917	645,942,500	645,942,500	1917 » 1918	1280
1918	646,582,500	646,582,500	1918 » 1919	1280
1919	647,222,500	647,222,500	1919 » 1920	1280
1920	647,862,500	647,862,500	1920 » 1921	1280
1921	648,502,500	648,502,500	1921 » 1922	1280
1922	649,142,500	649,142,500	1922 » 1923	1280
1923	649,782,500	649,782,500	1923 » 1924	1280
1924	650,422,500	650,422,500	1924 » 1925	1280
1925	651,062,500	651,062,500	1925 » 1926	1285
1926	651,705,000	651,705,000	1926 » 1927	1285
1927	652,347,500	652,347,500	1927 » 1928	1285
1928	652,990,000	652,990,000	1928 » 1929	1285
1929	653,632,500	653,632,500	1929 » 1930	1285
1930	654,275,000	654,275,000	1930 » 1931	1285
1931	654,917,500	654,917,500	1931 » 1932	1285
1932	655,560,000	655,560,000	1932 » 1933	1285
1933	656,202,500	656,202,500	1933 » 1934	1290
1934	656,847,500	656,847,500	1934 » 1935	1290
1935	657,492,500	657,492,500	1935 » 1936	1290
1936	658,137,500	658,137,500	1936 » 1937	1290
1937	658,782,500	658,782,500	1937 » 1938	1290
1938	659,427,500	659,427,500	1938 » 1939	1290
1939	660,072,500	660,072,500	1939 » 1940	1290
1940	660,717,500	660,717,500	1940 » 1941	1290
1941	661,362,500	661,362,500	1941 » 1942	1290
1942	662,007,500	662,007,500	1942 » 1943	1295
1943	662,655,000	662,655,000	1943 » 1944	1295
1944	663,302,500	663,302,500	1944 » 1945	1295
1945	663,950,000	663,950,000	1945 » 1946	1295
1946	664,597,500	664,597,500	1946 » 1947	1295
1947	665,245,000	665,245,000	1947 » 1948	1295
1948	665,892,500	665,892,500	1948 » 1949	1295
1949	666,540,000	666,540,000	1949 » 1950	1295
1950	667,187,500	667,187,500	1950 » 1951	1300
1951	667,837,500	667,837,500	1951 » 1952	1300
1952	668,487,500	668,487,500	1952 » 1953	1300
1953	669,137,500	669,137,500	1953 » 1954	1300
1954	669,787,500	669,787,500	1954 » 1955	1300
1955	670,437,500	670,437,500	1955 » 1956	1300
1956	671,087,500	671,087,500	1956 » 1957	1300
1957	671,737,500	671,737,500	1957 » 1958	1300
1958	672,387,500	672,387,500	1958 » 1959	1305
1959	673,040,000	673,040,000	1959 » 1960	1305
1960	673,692,500	673,692,500	1960 » 1961	1305
1961	674,345,000	674,345,000	1961 » 1962	1305
1962	674,997,500	674,997,500	1962 » 1963	1305
1963	675,650,000	675,650,000	1963 » 1964	1305
1964	676,302,500	676,302,500	1964 » 1965	1305
1965	676,955,000	676,955,000	1965 » 1966	1305
1966	677,607,500	677,607,500	1966 » 1967	1305
1967	678,260,000	678,260,000	1967 » 1968	1310
1968	678,915,000	678,915,000	1968 » 1969	1310
1969	679,570,000	679,570,000	1969 » 1970	1310
1970	680,225,000	680,225,000	1970 » 1971	1310
1971	680,880,000	680,880,000	1971 » 1972	1310
1972	681,535,000	681,535,000	1972 » 1973	1310
1973	682,190,000	682,190,000	1973 » 1974	1310
1974	682,845,000	682,845,000	1974 » 1975	1310
1975	683,500,000	683,500,000	1975 » 1976	1315
1976	684,157,500	684,157,500	1976 » 1977	1315
1977	684,815,000	684,815,000	1977 » 1978	1315
1978	685,472,500	685,472,500	1978 » 1979	1315
1979	686,130,000	686,130,000	1979 » 1980	1315
1980	686,787,500	686,787,500	1980 » 1981	1315
1981	687,445,000	687,445,000	1981 » 1982	1315
1982	688,102,500	688,102,500	1982 » 1983	1315
1983	688,760,000	688,760,000	1983 » 1984	1320
1984	689,420,000	689,420,000	1984 » 1985	1320
1985	690,080,000	690,080,000	1985 » 1986	1320
1986	690,740,000	690,740,000	1986 » 1987	1320
1987	691,400,000	691,400,000	1987 » 1988	1320
1988	692,060,000	692,060,000	1988 » 1989	1320
1989	692,720,000	692,720,000	1989 » 1990	1320
1990	693,380,000	693,380,000	1990 » 1991	1320
1991	694,040,000	694,040,000	1991 » 1992	1320
1992	694,700,000	694,700,000	1992 » 1993	1325
1993	695,362,500	695,362,500	1993 » 1994	1325
1994	696,025,000	696,025,000	1994 » 1995	1325
1995	696,687,500	696,687,500	1995 » 1996	1325
1996	697,350,000	697,350,000	1996 » 1997	1325
1997	698,012,500	698,012,500	1997 » 1998	1325
1998	698,675,000	698,675,000	1998 » 1999	1325
1999	699,337,500	699,337,500	1999 » 2000	1325
2000	700,000,000	700,000,000	2000 » 2001	
