Level	Light Power	Light Power (calculated)	Upgrade	Regent	Regent (Est.)
1719	1,066,806,976	1,066,807,000	1719 » 1720	795	
1720	1,067,920,000	1,067,920,000	1720 » 1721	795	
1721	1,069,033,024	1,069,033,000	1721 » 1722	795	
1722	1,070,145,984	1,070,146,000	1722 » 1723	795	
1723	1,071,259,008	1,071,259,000	1723 » 1724	795	
1724	1,072,371,968	1,072,372,000	1724 » 1725	800	
1725	1,073,491,968	1,073,492,000	1725 » 1726	800	
1726	1,074,611,968	1,074,612,000	1726 » 1727	800	
1727	1,075,731,968	1,075,732,000	1727 » 1728	800	
1728	1,076,851,968	1,076,852,000	1728 » 1729	800	
1729	1,077,971,968	1,077,972,000	1729 » 1730	800	
1730	1,079,091,968	1,079,092,000	1730 » 1731	800	
1731	1,080,211,968	1,080,212,000	1731 » 1732	800	
1732	1,081,331,968	1,081,332,000	1732 » 1733	800	
1733	1,082,451,968	1,082,452,000	1733 » 1734	800	
1734	1,083,571,968	1,083,572,000	1734 » 1735	800	
1735	1,084,691,968	1,084,692,000	1735 » 1736	800	
1736	1,085,811,968	1,085,812,000	1736 » 1737	800	
1737	1,086,931,968	1,086,932,000	1737 » 1738	800	
1738	1,088,051,968	1,088,052,000	1738 » 1739	805	
1739	1,089,179,008	1,089,179,000	1739 » 1740	805	
1740	1,090,306,048	1,090,306,000	1740 » 1741	805	
1741	1,091,432,960	1,091,433,000	1741 » 1742	805	
1742	1,092,560,000	1,092,560,000	1742 » 1743	805	
1743	1,093,687,040	1,093,687,000	1743 » 1744	805	
1744	1,094,813,952	1,094,814,000	1744 » 1745	805	
1745	1,095,940,992	1,095,941,000	1745 » 1746	805	
1746	1,097,068,032	1,097,068,000	1746 » 1747	805	
1747	1,098,194,944	1,098,195,000	1747 » 1748	805	
1748	1,099,321,984	1,099,322,000	1748 » 1749	805	
1749	1,100,449,024	1,100,449,000	1749 » 1750	805	
1750	1,101,575,936	1,101,576,000	1750 » 1751	805	
1751	1,102,702,976	1,102,703,000	1751 » 1752	810	
1752	1,103,837,056	1,103,837,000	1752 » 1753	810	
1753	1,104,971,008	1,104,971,000	1753 » 1754	810	
1754	1,106,104,960	1,106,105,000	1754 » 1755	810	
1755	1,107,239,040	1,107,239,000	1755 » 1756	810	
1756	1,108,372,992	1,108,373,000	1756 » 1757	810	
1757	1,109,506,944	1,109,507,000	1757 » 1758	810	
1758	1,110,641,024	1,110,641,000	1758 » 1759	810	
1759	1,111,774,976	1,111,775,000	1759 » 1760	810	
1760	1,112,909,056	1,112,909,000	1760 » 1761	810	
1761	1,114,043,008	1,114,043,000	1761 » 1762	810	
1762	1,115,176,960	1,115,177,000	1762 » 1763	810	
1763	1,116,311,040	1,116,311,000	1763 » 1764	810	
1764	1,117,444,992	1,117,445,000	1764 » 1765	810	
1765	1,118,578,944	1,118,579,000	1765 » 1766	815	
1766	1,119,719,936	1,119,720,000	1766 » 1767	815	
1767	1,120,861,056	1,120,861,000	1767 » 1768	815	
1768	1,122,002,048	1,122,002,000	1768 » 1769	815	
1769	1,123,143,040	1,123,143,000	1769 » 1770	815	
1770	1,124,284,032	1,124,284,000	1770 » 1771	815	
1771	1,125,425,024	1,125,425,000	1771 » 1772	815	
1772	1,126,566,016	1,126,566,000	1772 » 1773	815	
1773	1,127,707,008	1,127,707,000	1773 » 1774	815	
1774	1,128,848,000	1,128,848,000	1774 » 1775	815	
1775	1,129,988,992	1,129,989,000	1775 » 1776	815	
1776	1,131,129,984	1,131,130,000	1776 » 1777	815	
1777	1,132,270,976	1,132,271,000	1777 » 1778	815	
1778	1,133,411,968	1,133,412,000	1778 » 1779	820	
1779	1,134,560,000	1,134,560,000	1779 » 1780	820	
1780	1,135,708,032	1,135,708,000	1780 » 1781	820	
1781	1,136,856,064	1,136,856,000	1781 » 1782	820	
1782	1,138,003,968	1,138,004,000	1782 » 1783	820	
1783	1,139,152,000	1,139,152,000	1783 » 1784	820	
1784	1,140,300,032	1,140,300,000	1784 » 1785	820	
1785	1,141,447,936	1,141,448,000	1785 » 1786	820	
1786	1,142,595,968	1,142,596,000	1786 » 1787	820	
1787	1,143,744,000	1,143,744,000	1787 » 1788	820	
1788	1,144,892,032	1,144,892,000	1788 » 1789	820	
1789	1,146,040,064	1,146,040,000	1789 » 1790	820	
1790	1,147,187,968	1,147,188,000	1790 » 1791	820	
1791	1,148,336,000	1,148,336,000	1791 » 1792	820	
1792	1,149,484,032	1,149,484,000	1792 » 1793	825	
1793	1,150,638,976	1,150,639,000	1793 » 1794	825	
1794	1,151,794,048	1,151,794,000	1794 » 1795	825	
1795	1,152,948,992	1,152,949,000	1795 » 1796	825	
1796	1,154,104,064	1,154,104,000	1796 » 1797	825	
1797	1,155,259,008	1,155,259,000	1797 » 1798	825	
1798	1,156,413,952	1,156,414,000	1798 » 1799	825	
1799	1,157,569,024	1,157,569,000	1799 » 1800	825	
1800	1,158,723,968	1,158,724,000	1800 » 1801	825	
1801	1,159,879,040	1,159,879,000	1801 » 1802	825	
1802	1,161,033,984	1,161,034,000	1802 » 1803	825	
1803	1,162,189,056	1,162,189,000	1803 » 1804	825	
1804	1,163,344,000	1,163,344,000	1804 » 1805	825	
1805	1,164,498,944	1,164,499,000	1805 » 1806	825	
1806	1,165,654,016	1,165,654,000	1806 » 1807	830	
1807	1,166,816,000	1,166,816,000	1807 » 1808	830	
1808	1,167,977,984	1,167,978,000	1808 » 1809	830	
1809	1,169,139,968	1,169,140,000	1809 » 1810	830	
1810	1,170,301,952	1,170,302,000	1810 » 1811	830	
1811	1,171,463,936	1,171,464,000	1811 » 1812	830	
1812	1,172,626,048	1,172,626,000	1812 » 1813	830	
1813	1,173,788,032	1,173,788,000	1813 » 1814	830	
1814	1,174,950,016	1,174,950,000	1814 » 1815	830	
1815	1,176,112,000	1,176,112,000	1815 » 1816	830	
1816	1,177,273,984	1,177,274,000	1816 » 1817	830	
1817	1,178,435,968	1,178,436,000	1817 » 1818	830	
1818	1,179,597,952	1,179,598,000	1818 » 1819	830	
1819	1,180,760,064	1,180,760,000	1819 » 1820	835	
1820	1,181,928,960	1,181,929,000	1820 » 1821	835	
1821	1,183,097,984	1,183,098,000	1821 » 1822	835	
1822	1,184,267,008	1,184,267,000	1822 » 1823	835	
1823	1,185,436,032	1,185,436,000	1823 » 1824	835	
1824	1,186,605,056	1,186,605,000	1824 » 1825	835	
1825	1,187,773,952	1,187,774,000	1825 » 1826	835	
1826	1,188,942,976	1,188,943,000	1826 » 1827	835	
1827	1,190,112,000	1,190,112,000	1827 » 1828	835	
1828	1,191,281,024	1,191,281,000	1828 » 1829	835	
1829	1,192,450,048	1,192,450,000	1829 » 1830	835	
1830	1,193,618,944	1,193,619,000	1830 » 1831	835	
1831	1,194,787,968	1,194,788,000	1831 » 1832	835	
1832	1,195,956,992	1,195,957,000	1832 » 1833	835	
1833	1,197,126,016	1,197,126,000	1833 » 1834	840	
1834	1,198,301,952	1,198,302,000	1834 » 1835	840	
1835	1,199,478,016	1,199,478,000	1835 » 1836	840	
1836	1,200,653,952	1,200,654,000	1836 » 1837	840	
1837	1,201,830,016	1,201,830,000	1837 » 1838	840	
1838	1,203,005,952	1,203,006,000	1838 » 1839	840	
1839	1,204,182,016	1,204,182,000	1839 » 1840	840	
1840	1,205,357,952	1,205,358,000	1840 » 1841	840	
1841	1,206,534,016	1,206,534,000	1841 » 1842	840	
1842	1,207,709,952	1,207,710,000	1842 » 1843	840	
1843	1,208,886,016	1,208,886,000	1843 » 1844	840	
1844	1,210,061,952	1,210,062,000	1844 » 1845	840	
1845	1,211,238,016	1,211,238,000	1845 » 1846	840	
1846	1,212,413,952	1,212,414,000	1846 » 1847	840	
1847	1,213,590,016	1,213,590,000	1847 » 1848	845	
1848	1,214,772,992	1,214,773,000	1848 » 1849	845	
1849	1,215,955,968	1,215,956,000	1849 » 1850	845	
1850	1,217,138,944	1,217,139,000	1850 » 1851	845	
1851	1,218,322,048	1,218,322,000	1851 » 1852	845	
1852	1,219,505,024	1,219,505,000	1852 » 1853	845	
1853	1,220,688,000	1,220,688,000	1853 » 1854	845	
1854	1,221,870,976	1,221,871,000	1854 » 1855	845	
1855	1,223,053,952	1,223,054,000	1855 » 1856	845	
1856	1,224,237,056	1,224,237,000	1856 » 1857	845	
1857	1,225,420,032	1,225,420,000	1857 » 1858	845	
1858	1,226,603,008	1,226,603,000	1858 » 1859	845	
1859	1,227,785,984	1,227,786,000	1859 » 1860	845	
1860	1,228,968,960	1,228,969,000	1860 » 1861	845	
1861	1,230,151,936	1,230,152,000	1861 » 1862	850	
1862	1,231,341,952	1,231,342,000	1862 » 1863	850	
1863	1,232,531,968	1,232,532,000	1863 » 1864	850	
1864	1,233,721,984	1,233,722,000	1864 » 1865	850	
1865	1,234,912,000	1,234,912,000	1865 » 1866	850	
1866	1,236,102,016	1,236,102,000	1866 » 1867	850	
1867	1,237,292,032	1,237,292,000	1867 » 1868	850	
1868	1,238,482,048	1,238,482,000	1868 » 1869	850	
1869	1,239,672,064	1,239,672,000	1869 » 1870	850	
1870	1,240,861,952	1,240,862,000	1870 » 1871	850	
1871	1,242,051,968	1,242,052,000	1871 » 1872	850	
1872	1,243,241,984	1,243,242,000	1872 » 1873	850	
1873	1,244,432,000	1,244,432,000	1873 » 1874	850	
1874	1,245,622,016	1,245,622,000	1874 » 1875	855	
1875	1,246,818,944	1,246,819,000	1875 » 1876	855	
1876	1,248,016,000	1,248,016,000	1876 » 1877	855	
1877	1,249,213,056	1,249,213,000	1877 » 1878	855	
1878	1,250,409,984	1,250,410,000	1878 » 1879	855	
1879	1,251,607,040	1,251,607,000	1879 » 1880	855	
1880	1,252,803,968	1,252,804,000	1880 » 1881	855	
1881	1,254,001,024	1,254,001,000	1881 » 1882	855	
1882	1,255,197,952	1,255,198,000	1882 » 1883	855	
1883	1,256,395,008	1,256,395,000	1883 » 1884	855	
1884	1,257,592,064	1,257,592,000	1884 » 1885	855	
1885	1,258,788,992	1,258,789,000	1885 » 1886	855	
1886	1,259,986,048	1,259,986,000	1886 » 1887	855	
1887	1,261,182,976	1,261,183,000	1887 » 1888	855	
1888	1,262,380,032	1,262,380,000	1888 » 1889	860	
1889	1,263,584,000	1,263,584,000	1889 » 1890	860	
1890	1,264,787,968	1,264,788,000	1890 » 1891	860	
1891	1,265,991,936	1,265,992,000	1891 » 1892	860	
1892	1,267,196,032	1,267,196,000	1892 » 1893	860	
1893	1,268,400,000	1,268,400,000	1893 » 1894	860	
1894	1,269,603,968	1,269,604,000	1894 » 1895	860	
1895	1,270,808,064	1,270,808,000	1895 » 1896	860	
1896	1,272,012,032	1,272,012,000	1896 » 1897	860	
1897	1,273,216,000	1,273,216,000	1897 » 1898	860	
1898	1,274,419,968	1,274,420,000	1898 » 1899	860	
1899	1,275,623,936	1,275,624,000	1899 » 1900	860	
1900	1,276,828,032	1,276,828,000	1900 » 1901	860	
1901	1,278,032,000	1,278,032,000	1901 » 1902	860	
1902	1,279,235,968	1,279,236,000	1902 » 1903	865	
1903	1,280,446,976	1,280,447,000	1903 » 1904	865	
1904	1,281,657,984	1,281,658,000	1904 » 1905	865	
1905	1,282,868,992	1,282,869,000	1905 » 1906	865	
1906	1,284,080,000	1,284,080,000	1906 » 1907	865	
1907	1,285,291,008	1,285,291,000	1907 » 1908	865	
1908	1,286,502,016	1,286,502,000	1908 » 1909	865	
1909	1,287,713,024	1,287,713,000	1909 » 1910	865	
1910	1,288,924,032	1,288,924,000	1910 » 1911	865	
1911	1,290,135,040	1,290,135,000	1911 » 1912	865	
1912	1,291,346,048	1,291,346,000	1912 » 1913	865	
1913	1,292,557,056	1,292,557,000	1913 » 1914	865	
1914	1,293,767,936	1,293,768,000	1914 » 1915	865	
1915	1,294,978,944	1,294,979,000	1915 » 1916	865	
1916	1,296,189,952	1,296,190,000	1916 » 1917	870	
1917	1,297,408,000	1,297,408,000	1917 » 1918	870	
1918	1,298,626,048	1,298,626,000	1918 » 1919	870	
1919	1,299,843,968	1,299,844,000	1919 » 1920	870	
1920	1,301,062,016	1,301,062,000	1920 » 1921	870	
1921	1,302,279,936	1,302,280,000	1921 » 1922	870	
1922	1,303,497,948	1,303,498,000	1922 » 1923	870	
1923	1,304,716,032	1,304,716,000	1923 » 1924	870	
1924	1,305,933,952	1,305,934,000	1924 » 1925	870	
1925	1,307,152,000	1,307,152,000	1925 » 1926	870	
1926	1,308,370,048	1,308,370,000	1926 » 1927	870	
1927	1,309,587,968	1,309,588,000	1927 » 1928	870	
1928	1,310,806,016	1,310,806,000	1928 » 1929	870	
1929	1,312,024,064	1,312,024,000	1929 » 1930	870	
1930	1,313,241,984	1,313,242,000	1930 » 1931	875	
1931	1,314,466,944	1,314,467,000	1931 » 1932	875	
1932	1,315,692,032	1,315,692,000	1932 » 1933	875	
1933	1,316,916,992	1,316,917,000	1933 » 1934	875	
1934	1,318,141,952	1,318,142,000	1934 » 1935	875	
1935	1,319,367,040	1,319,367,000	1935 » 1936	875	
1936	1,320,592,000	1,320,592,000	1936 » 1937	875	
1937	1,321,816,960	1,321,817,000	1937 » 1938	875	
1938	1,323,042,048	1,323,042,000	1938 » 1939	875	
1939	1,324,267,008	1,324,267,000	1939 » 1940	875	
1940	1,325,491,968	1,325,492,000	1940 » 1941	875	
1941	1,326,717,056	1,326,717,000	1941 » 1942	875	
1942	1,327,942,016	1,327,942,000	1942 » 1943	875	
1943	1,329,166,976	1,329,167,000	1943 » 1944	875	
1944	1,330,392,064	1,330,392,000	1944 » 1945	880	
1945	1,331,623,936	1,331,624,000	1945 » 1946	880	
1946	1,332,856,064	1,332,856,000	1946 » 1947	880	
1947	1,334,087,936	1,334,088,000	1947 » 1948	880	
1948	1,335,320,064	1,335,320,000	1948 » 1949	880	
1949	1,336,551,936	1,336,552,000	1949 » 1950	880	
1950	1,337,784,064	1,337,784,000	1950 » 1951	880	
1951	1,339,015,936	1,339,016,000	1951 » 1952	880	
1952	1,340,248,064	1,340,248,000	1952 » 1953	880	
1953	1,341,479,936	1,341,480,000	1953 » 1954	880	
1954	1,342,712,064	1,342,712,000	1954 » 1955	880	
1955	1,343,943,936	1,343,944,000	1955 » 1956	880	
1956	1,345,176,064	1,345,176,000	1956 » 1957	880	
1957	1,346,407,936	1,346,408,000	1957 » 1958	885	
1958	1,347,646,976	1,347,647,000	1958 » 1959	885	
1959	1,348,886,016	1,348,886,000	1959 » 1960	885	
1960	1,350,125,056	1,350,125,000	1960 » 1961	885	
1961	1,351,363,968	1,351,364,000	1961 » 1962	885	
1962	1,352,603,008	1,352,603,000	1962 » 1963	885	
1963	1,353,842,048	1,353,842,000	1963 » 1964	885	
1964	1,355,080,960	1,355,081,000	1964 » 1965	885	
1965	1,356,320,000	1,356,320,000	1965 » 1966	885	
1966	1,357,559,040	1,357,559,000	1966 » 1967	885	
1967	1,358,797,952	1,358,798,000	1967 » 1968	885	
1968	1,360,036,992	1,360,037,000	1968 » 1969	885	
1969	1,361,276,032	1,361,276,000	1969 » 1970	885	
1970	1,362,514,944	1,362,515,000	1970 » 1971	885	
1971	1,363,753,984	1,363,754,000	1971 » 1972	890	
1972	1,364,999,936	1,365,000,000	1972 » 1973	890	
1973	1,366,246,016	1,366,246,000	1973 » 1974	890	
1974	1,367,491,968	1,367,492,000	1974 » 1975	890	
1975	1,368,738,048	1,368,738,000	1975 » 1976	890	
1976	1,369,984,000	1,369,984,000	1976 » 1977	890	
1977	1,371,229,952	1,371,230,000	1977 » 1978	890	
1978	1,372,476,032	1,372,476,000	1978 » 1979	890	
1979	1,373,721,984	1,373,722,000	1979 » 1980	890	
1980	1,374,968,064	1,374,968,000	1980 » 1981	890	
1981	1,376,214,016	1,376,214,000	1981 » 1982	890	
1982	1,377,459,968	1,377,460,000	1982 » 1983	890	
1983	1,378,706,048	1,378,706,000	1983 » 1984	890	
1984	1,379,952,000	1,379,952,000	1984 » 1985	890	
1985	1,381,197,952	1,381,198,000	1985 » 1986	895	
1986	1,382,450,944	1,382,451,000	1986 » 1987	895	
1987	1,383,704,064	1,383,704,000	1987 » 1988	895	
1988	1,384,957,056	1,384,957,000	1988 » 1989	895	
1989	1,386,210,048	1,386,210,000	1989 » 1990	895	
1990	1,387,463,040	1,387,463,000	1990 » 1991	895	
1991	1,388,716,032	1,388,716,000	1991 » 1992	895	
1992	1,389,969,024	1,389,969,000	1992 » 1993	895	
1993	1,391,222,016	1,391,222,000	1993 » 1994	895	
1994	1,392,475,008	1,392,475,000	1994 » 1995	895	
1995	1,393,728,000	1,393,728,000	1995 » 1996	895	
1996	1,394,980,992	1,394,981,000	1996 » 1997	895	
1997	1,396,233,984	1,396,234,000	1997 » 1998	895	
1998	1,397,486,976	1,397,487,000	1998 » 1999	895	
1999	1,398,739,968	1,398,740,000	1999 » 2000	900	
2000	1,400,000,000	1,400,000,000			
